epoch;loss;train_acc;train_apr;train_auprc;train_auroc;train_dem_val;train_dem_var;train_diff;train_fnr;train_fpr;train_minpse;train_nb;train_ppr;train_prec0;train_prec1;train_prev;train_rec0;train_rec1;val_acc;val_apr;val_auprc;val_auroc;val_dem_val;val_dem_var;val_diff;val_fnr;val_fpr;val_loss;val_minpse;val_nb;val_ppr;val_prec0;val_prec1;val_prev;val_rec0;val_rec1
29;0.2740912017257129;0.907952;0.097343;0.433941;0.816201;;;-0.004429002210617067;0.845011;0.006736;0.425847;4628;0.021824;0.912083;0.722772;0.101772;0.993264;0.154989;0.911873;0.10001;0.442217;0.821805;;;-0.0015809998307228096;0.807229;0.006812;0.25526229176793425;0.447059;817;0.025704;0.915829;0.761905;0.101591;0.993188;0.192771
30;0.27197284485529805;0.908384;0.083203;0.432518;0.817089;;;-0.01856899718952179;0.840764;0.006736;0.422505;4628;0.022256;0.912486;0.728155;0.101772;0.993264;0.159236;0.905753;0.085805;0.410202;0.800187;;;-0.015786001125335694;0.855422;0.008174;0.26298837564575556;0.421687;817;0.022032;0.911139;0.666667;0.101591;0.991826;0.144578
31;0.2692426786811937;0.909464;0.071029;0.442202;0.819584;;;-0.030743000015735628;0.838641;0.005773;0.424628;4628;0.021608;0.912765;0.76;0.101772;0.994227;0.161359;0.908201;0.07404;0.426835;0.806014;;;-0.0275509968791008;0.843373;0.006812;0.26502100787281696;0.457831;817;0.022032;0.91239;0.722222;0.101591;0.993188;0.156627
32;0.272993851958572;0.909464;0.086788;0.440253;0.827533;;;-0.014984001323699953;0.819533;0.007938;0.418259;4628;0.025497;0.914412;0.720339;0.101772;0.992062;0.180467;0.908201;0.091509;0.439907;0.826286;;;-0.010082000533103944;0.819277;0.009537;0.2523781299714177;0.481928;817;0.026928;0.914465;0.681818;0.101591;0.990463;0.180723
33;0.267313893800706;0.907519;0.09134;0.448744;0.831283;;;-0.010432002052783967;0.855626;0.006014;0.430998;4628;0.020095;0.911136;0.731183;0.101772;0.993986;0.144374;0.908201;0.095428;0.425161;0.819753;;;-0.006163002589702607;0.855422;0.00545;0.2564938813288362;0.421687;817;0.019584;0.911361;0.75;0.101591;0.99455;0.144578
34;0.26867575767347807;0.907303;0.075757;0.443438;0.830636;;;-0.026015003129959108;0.828025;0.009382;0.413136;4628;0.025929;0.913487;0.675;0.101772;0.990618;0.171975;0.908201;0.0797;0.436713;0.818982;;;-0.021890999415874482;0.819277;0.009537;0.2585279376085305;0.45977;817;0.026928;0.914465;0.681818;0.101591;0.990463;0.180723
35;0.27041035575040373;0.907736;0.079786;0.437324;0.823611;;;-0.02198599736404419;0.861996;0.005052;0.430085;4628;0.018583;0.910612;0.755814;0.101772;0.994948;0.138004;0.908201;0.084162;0.439933;0.810627;;;-0.017429003158569337;0.86747;0.004087;0.25966356160755255;0.421687;817;0.017136;0.910336;0.785714;0.101591;0.995913;0.13253
36;0.269259688408213;0.909032;0.085231;0.433421;0.823297;;;-0.016541001305103303;0.834395;0.006736;0.421053;4628;0.022904;0.913092;0.735849;0.101772;0.993264;0.165605;0.904529;0.088228;0.424518;0.805686;;;-0.013362997809410096;0.843373;0.010899;0.25950181905996406;0.445783;817;0.025704;0.91206;0.619048;0.101591;0.989101;0.156627
37;0.26927508829465796;0.909248;0.091767;0.450254;0.835196;;;-0.010005001828193666;0.819533;0.008179;0.423729;4628;0.025713;0.914393;0.714286;0.101772;0.991821;0.180467;0.909425;0.095662;0.435883;0.820163;;;-0.00592900220489502;0.807229;0.009537;0.2546434325497766;0.453488;817;0.028152;0.915617;0.695652;0.101591;0.990463;0.192771
38;0.2603128007262971;0.909032;0.080879;0.443546;0.826297;;;-0.020892997190475465;0.823779;0.007938;0.446316;4628;0.025065;0.914007;0.715517;0.101772;0.992062;0.176221;0.909425;0.083758;0.445869;0.810824;;;-0.017833003440856934;0.819277;0.008174;0.25880211122183533;0.452381;817;0.025704;0.914573;0.714286;0.101591;0.991826;0.180723
